Unnamed: 0,Review_Date,Author,Rating,Review_Title,Review
91,23-Oct-20,tgainey14,9," Topical and bone chilling
","Its most of what you would expect. Hilarious, uncomfortable, and mostly shocking. If im being honest it reminds me more of ""Who Is America"" but I was a big fan. If you like seeing the real side of people, then I'd definitely check this out. Even if you don't like what you see."
92,6-Nov-20,lcadmo-52256,1," POS
",All I have to say in in the title. Sorry if this is too short.
93,4-Mar-21,cliftonofun,6," Very nice
","This movie was pretty much what I expected. Wildly offensive? Check. Consistently funny? Check. Uncomfortably accurate satire of my country's state of affairs? Oh, yes. It is also somewhat uneven; some cringe-worthy moments work better than others. But it is effective, and there are some scenes here that are among Cohen's best ever."
94,23-Oct-20,olliebenet,1," Just rubbish
","I'm European and as anti Trump as you can be, but it's just not very good, it's some silly acting with about 3 poor, unimportant pranks around potty humor. It's not even as extreme as most of the news that comes out of the US, or Q Anon and other clowns on Facebook. If you want awkward, funny pranks that make you laugh, Impractical Jokers is funny, but this? This is just people watching someone be ridiculous, they don't even interact this time round..."
95,25-Oct-20,nikita1923666,1," Ignorant movie with a jokes in style of dumb and dumber
",This movie is very dumb and anopropriate. Sasha himself is very ignorant person who makes fun of other cultures. I guess for most people it will be a bug shock but Kazakhstan where the main character is from is a real beautiful country. The way borat exposes it is very offensive. If you like jokes about pubes and period I guess this is a movie for you.
96,27-Oct-20,aphilipp,8," Screamingly funny
",I think you need to get Borat to see the funny side of this. The Americans are mesmerisingly obliging - no matter what they are asked to do and Borat and his daughter might as well be aliens. Hilarious.
97,9-Nov-20,pweber_a,1," Disappointing
",Very sad about seeing a movie made just for politics reasons. And it was no funny at all.
98,23-Oct-20,tracy-97320,2," Nowhere near in the same league as the first film
","I watched the first film the night before this came out & 14 years later that is still god dam hilarious! Now unfortunately watching that one first & then this the following night, was a lot to live up to & this film just didn't..it felt like a crude dark attempt to make him relevant again, the originality of the first one wasn't there, the American politics bashing was a bit lame as it's like errr the rest are the world are gonna watch this & we don't care about your biased views & digs at politicians it's not funny to us, If anything it makes it less funny, more staged & quiet frankly a million miles away from the authenticity of the first. It really is a shame you couldn't just leave it at that one film gem."
99,2-Jan-21,ivanran-86805,8," Hilarious and very well done
",A very funny movie with some very memorable and quotable moments. Very eye opening as well. Very enjoyable.
100,3-Apr-21,questl-18592,5," BS Moviefilm
","I'm thinking Borat just isn't my thing. It's been a long time since I watched the original and I remember not caring for it. Worth the sequel, I'd say it's an improvement on what I remember but still not great. I just don't care for this character, this shtick and I really don't buy into this docu-comedy style."
101,24-Oct-20,MazzyMayhem-117-544511,9," Hilarious and poignant at the same time
","Although this film is not as funny or shocking as the first Borat film, it is still thoroughly entertaining, shocking and full of the excruciating scenes one would expect from Borat. Sacha's writing and delivery are superb. I loved the addition of his daughter, played brilliantly by Maria B, although there was an element of poignancy with her character."
102,8-Nov-20,PsychoBeard666,6," Borat is irrelevant now
","There were a few moments when I laughed, but Borat as a character isn't relevant anymore. He doesn't have that anonymity to fool people and the situations are incredibly staged."
103,29-Oct-20,hfreinoso,9," YES YES YES
","I LOVED Borat when it first came out. I was a huge fan that first movie I could NOT... and I mean NOT stop laughing. So with this one I was expecting it to be hilarious just as the first one. And I GOT that. Everything that Sacha did was hilarious and his daughter played by Maria Bakalova was brilliant in the movie , I swear I though she WAS Sacha's daughter. They both played it so good. Everything made me laugh and it was so funny to a pulp. Is it better than the first movie.... NO. Was it just as good.... Yes. This movie has the most offensive stuff in it. From Women to race to gender to everything even the pandemic was JOKED in this movie. PLEASE if you get easily offended.... please don't bother on watching it. I for one can take a joke of race,gender, sexualty etc. I though this film did it's best and it is one of my favorite of 2020 (Not saying much since a lot have left 2020 to 2021) 9/10."
104,2-May-21,crazelord,8," Same Borat, new butthurt
",Been watching Sacha since Ali G. While the original Borat hit highs this doesn't it's still great showing the level of complacency America has with Racism and Sexism and a number of laugh out loud moments.
105,24-Oct-20,remindeer,1," The original Borat was just an adventure, this sequel is politicized MSM garbage.
",Typical mainstream shill movie. I'd get the same effect if I watched CNN for 2 hours. Skip this one and watch the original.
106,24-Oct-20,maligor5,2," An older, less funny Cohen with a political agenda
","Yawn....if you're going to make a movie involving politics you at least need to poke fun at both sides (see the Hunt). Beyond that though, the humor Borat inspired worked because his character was so young and naive in the first one. With a much older Cohen, it's much harder to pull off this role and get the same laughs. This is just the norm, Jim Carey can no longer pull off his Dumb and Dumber character as we saw. Chevy Chase lost all his humor around 40-50. Cohen must be hard up for money to go back to the Borat well."
